"Format","AiM CSV File"
"Session","RIM B"
"Vehicle","RotaxMax"
"Racer","KharitonovIvan"
"Championship",""
"Comment",""
"Date","Tuesday, November 18, 2025"
"Time","4:28 PM"
"Sample Rate","20"
"Duration","763.989"
"Segment","Session"
"Beacon Markers","97.741","166.249","236.948","301.659","365.33","431.539","493.392","555.854","629.176","691.68","753.374","763.989"
"Segment Times","1:37.741","1:08.508","1:10.699","1:04.711","1:03.671","1:06.209","1:01.853","1:02.462","1:13.322","1:02.504","1:01.694","0:10.615"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","Logger Temperature","AccelerometerX","AccelerometerY","AccelerometerZ","GyroX","GyroY","GyroZ","Int Batt Voltage","RPM","Distance on GPS Speed"
"0.400","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.2581","-0.2874","0.2372","2.9552","16.3680","27.0305","3.9260","3318.6001","1.1153"
"0.450","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.2307","-0.2251","0.2178","0.2466","14.2617","28.2734","3.9260","3206.7500","1.2548"
"0.500","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.2224","-0.1578","0.1953","-1.3540","12.1660","27.8633","3.9260","3115.8999","1.3942"
"0.550","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.2313","-0.0952","0.1659","-1.7815","10.2809","25.9859","3.9260","3272.0000","1.5336"
"0.600","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.2498","-0.0339","0.1227","-1.1007","8.4250","22.6164","3.9260","3134.3501","1.6730"
"0.650","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.2578","0.0039","0.0882","0.1052","7.2668","19.5000","3.9260","3351.7500","1.8124"
"0.700","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.2498","0.0306","0.0641","1.4979","6.4660","16.5738","3.9260","3233.1001","1.9519"
"0.750","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.2285","0.0486","0.0527","2.7862","5.9537","14.0625","3.9260","3166.6001","2.0913"
"0.800","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.2043","0.0576","0.0506","3.7545","5.6754","12.0961","3.9260","3415.9500","2.2307"
"0.850","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.1850","0.0596","0.0507","4.2893","5.5602","10.6352","3.9260","3503.3999","2.3701"
"0.900","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.1715","0.0575","0.0519","4.3373","5.5543","9.6258","3.9260","3624.0000","2.5095"
"0.950","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.1630","0.0535","0.0553","4.0088","5.5928","8.9566","3.9260","3902.0000","2.6490"
"1.000","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.1587","0.0480","0.0608","3.2961","5.6514","8.4906","3.9260","4053.0000","2.7884"
"1.050","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.1577","0.0435","0.0657","2.6340","5.6906","8.2879","3.9260","4149.6001","2.9278"
"1.100","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.1561","0.0399","0.0699","2.0592","5.7297","8.2043","3.9257","4299.0000","3.0672"
"1.150","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.1514","0.0374","0.0733","1.7062","5.7570","8.2172","3.9253","4452.2002","3.2066"
"1.200","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.1450","0.0359","0.0747","1.7110","5.7674","8.2875","3.9249","4581.6001","3.3460"
"1.250","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.1369","0.0352","0.0747","1.9288","5.7809","8.3809","3.9245","4637.2002","3.4855"
"1.300","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.1269","0.0351","0.0729","2.4092","5.8004","8.5125","3.9241","4738.8999","3.6249"
"1.350","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.1159","0.0346","0.0697","3.1969","5.8275","8.6836","3.9237","4790.9502","3.7643"
"1.400","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.1049","0.0334","0.0646","4.3367","5.8646","8.9129","3.9233","4801.0000","3.9037"
"1.450","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.0944","0.0307","0.0582","5.7971","5.8979","9.1820","3.9229","4831.6001","4.0431"
"1.500","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.0854","0.0255","0.0511","7.4094","5.9176","9.4711","3.9225","4967.7998","4.1826"
"1.550","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.0771","0.0173","0.0430","9.1340","5.9244","9.7777","3.9221","4980.2002","4.3220"
"1.600","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.0716","0.0093","0.0369","10.3617","5.9041","10.0105","3.9217","4892.3999","4.4614"
"1.650","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.0673","0.0006","0.0321","11.2703","5.8604","10.2199","3.9213","4951.6499","4.6008"
"1.700","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.0638","-0.0089","0.0289","11.7414","5.7937","10.3668","3.9209","4989.5000","4.7402"
"1.750","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.0609","-0.0204","0.0267","11.5391","5.6930","10.4293","3.9205","5203.0000","4.8796"
"1.800","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.0591","-0.0280","0.0258","10.9012","5.6109","10.4148","3.9201","5052.6001","5.0191"
"1.850","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.0574","-0.0338","0.0256","10.2160","5.5441","10.3984","3.9197","5211.7998","5.1585"
"1.900","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.0565","-0.0385","0.0260","9.8801","5.4855","10.4770","3.9193","5385.6499","5.2979"
"1.950","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.0577","-0.0426","0.0270","10.3414","5.3961","10.8230","3.9189","5518.5498","5.4373"
"2.000","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.0605","-0.0458","0.0286","11.6484","5.3256","11.3629","3.9185","5727.3999","5.5767"
"2.050","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","24.0000","-0.0605","-0.0518","0.0310","13.4422","5.2834","12.0449","3.9181","5893.7998","5.7162"
"2.100","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.9966","-0.0612","-0.0600","0.0284","14.8219","5.3148","12.6305","3.9190","5982.0000","5.8556"
"2.150","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.9914","-0.0623","-0.0664","0.0251","15.0684","5.4893","12.8898","3.9207","6081.0000","5.9950"
"2.200","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.9861","-0.0466","-0.0735","0.0318","13.7199","5.7600","12.6949","3.9223","6167.1001","6.1344"
"2.250","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.9809","-0.0073","-0.0871","0.0476","10.2078","6.0205","11.9570","3.9239","6207.0000","6.2738"
"2.300","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.9756","0.0410","-0.1085","0.0555","5.0861","6.2383","10.8520","3.9256","6252.2500","6.4132"
"2.350","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.9704","0.0780","-0.1440","0.0294","-1.3270","6.3469","9.4746","3.9272","6248.5000","6.5527"
"2.400","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.9651","0.0723","-0.1800","-0.0275","-5.3932","6.3176","8.6000","3.9288","6275.0000","6.6921"
"2.450","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.9599","0.0360","-0.2192","-0.1073","-7.9891","6.2400","8.0555","3.9305","6332.0000","6.8315"
"2.500","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.9546","-0.0293","-0.2630","-0.2125","-9.4375","6.1289","7.7484","3.9321","6364.5000","6.9709"
"2.550","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.9494","-0.0794","-0.2909","-0.2892","-9.5688","6.0332","7.7250","3.9337","6332.0000","7.1103"
"2.600","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.9441","-0.1005","-0.3019","-0.3305","-8.9012","5.9242","7.8863","3.9354","6248.3999","7.2498"
"2.650","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.9389","-0.0779","-0.2906","-0.3234","-7.6029","5.8031","8.1883","3.9370","6161.8999","7.3892"
"2.700","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.9336","-0.0126","-0.2588","-0.2704","-5.9561","5.7012","8.5699","3.9386","6065.8501","7.5286"
"2.750","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.9283","0.0879","-0.2108","-0.1783","-4.2873","5.6432","8.9574","3.9403","5945.6499","7.6680"
"2.800","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.9231","0.2062","-0.1589","-0.0670","-2.8922","5.6365","9.2906","3.9419","5823.0000","7.8074"
"2.850","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.9178","0.3162","-0.1174","0.0355","-2.0232","5.6654","9.5238","3.9435","5648.3999","7.9469"
"2.900","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.9126","0.3926","-0.0839","0.1159","-1.6870","5.7176","9.6781","3.9452","5499.5000","8.0863"
"2.950","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.9073","0.3972","-0.0640","0.1446","-1.8302","5.7801","9.7105","3.9468","5386.0000","8.2257"
"3.000","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.9021","0.3536","-0.0494","0.1419","-2.2028","5.8051","9.6621","3.9484","5316.7998","8.3651"
"3.050","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8968","0.2785","-0.0381","0.1199","-2.7100","5.7629","9.5344","3.9501","5339.3999","8.5045"
"3.100","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8916","0.1721","-0.0281","0.0824","-3.3548","5.6393","9.2934","3.9517","5323.2002","8.6439"
"3.150","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","0.0870","-0.0222","0.0528","-3.8261","5.5158","9.0672","3.9519","5243.7998","8.7834"
"3.200","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","0.0146","-0.0185","0.0296","-4.2871","5.4158","8.8328","3.9518","5217.2998","8.9228"
"3.250","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","-0.0399","-0.0167","0.0153","-4.9668","5.3258","8.5688","3.9517","5224.7998","9.0622"
"3.300","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","-0.0819","-0.0164","0.0100","-6.4211","5.2594","8.1031","3.9516","5193.0000","9.2016"
"3.350","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","-0.1006","-0.0162","0.0129","-8.4477","5.2094","7.5371","3.9515","5149.5000","9.3410"
"3.400","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","-0.1080","-0.0136","0.0206","-11.0906","5.1359","6.8109","3.9514","5001.0000","9.4805"
"3.450","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","-0.1078","-0.0080","0.0313","-13.9047","5.0687","6.0051","3.9513","4844.1001","9.6199"
"3.500","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","-0.1045","0.0010","0.0434","-16.3953","5.0447","5.2137","3.9512","4763.5000","9.7593"
"3.550","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","-0.1033","0.0116","0.0547","-18.1578","5.0887","4.5590","3.9511","4598.7500","9.8987"
"3.600","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","-0.1059","0.0225","0.0653","-19.2938","5.1795","4.0397","3.9510","4620.5000","10.0381"
"3.650","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","-0.1111","0.0328","0.0755","-20.1703","5.2984","3.5851","3.9509","4613.3999","10.1775"
"3.700","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","-0.1204","0.0456","0.0859","-21.1414","5.4049","3.0404","3.9508","4610.0000","10.3170"
"3.750","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","-0.1307","0.0555","0.0928","-21.7547","5.4711","2.5860","3.9507","4642.0000","10.4564"
"3.800","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","-0.1408","0.0645","0.0992","-22.1953","5.5719","2.1681","3.9506","4741.7500","10.5958"
"3.850","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","-0.1503","0.0756","0.1064","-22.2486","5.7560","1.8257","3.9505","5010.3999","10.7352"
"3.900","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","-0.1564","0.0870","0.1113","-21.4500","5.9680","1.7461","3.9504","5032.0000","10.8746"
"3.950","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","-0.1592","0.0989","0.1143","-19.7672","6.1719","1.8935","3.9503","5015.0000","11.0141"
"4.000","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","-0.1581","0.1116","0.1155","-17.1844","6.3109","2.2348","3.9502","5097.6001","11.1535"
"4.050","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","-0.1539","0.1264","0.1151","-12.9594","6.3609","2.8551","3.9501","5256.4502","11.2929"
"4.100","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","-0.1492","0.1360","0.1132","-8.6187","6.3742","3.5480","3.9500","5193.0000","11.4323"
"4.150","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","-0.1434","0.1427","0.1092","-3.9016","6.4125","4.3898","3.9499","5267.5000","11.5717"
"4.200","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","-0.1367","0.1459","0.1027","0.7836","6.4480","5.3141","3.9498","5270.1499","11.7111"
"4.250","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","-0.1299","0.1447","0.0941","5.0160","6.4818","6.2615","3.9498","5285.3999","11.8506"
"4.300","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","-0.1220","0.1402","0.0850","8.1941","6.4848","7.0898","3.9497","5192.1001","11.9900"
"4.350","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","-0.1141","0.1343","0.0760","10.2387","6.4121","7.7369","3.9496","5256.6001","12.1294"
"4.400","10.0381","11","0.0000","0.0000","0.5410","54.4621","0.0000","402.5459","175.7000","0.1900","10000.0000","41.56626630","44.95077935","23.8906","-0.1071","0.1268","0.0678","11.3512","6.3219","8.1953","3.9495","5237.0000","12.2688"
"4.450","10.1198","11","-0.0147","0.0124","-0.1556","53.8709","-2.9018","402.5252","166.9220","0.1816","55.5049","41.56626621","44.95078113","23.8906","-0.0998","0.1161","0.0598","11.4359","6.2814","8.4891","3.9494","5235.1499","12.4088"
"4.500","10.2170","11","-0.0321","0.0272","-0.9848","53.1670","-6.3562","402.5006","156.4720","0.1716","25.5826","41.56626611","44.95078325","23.8906","-0.0954","0.1075","0.0543","10.6652","6.3113","8.5582","3.9493","5269.0000","12.5499"
"4.550","10.3142","11","-0.0496","0.0420","-1.8141","52.4631","-9.8107","402.4760","146.0220","0.1616","16.7323","41.56626600","44.95078537","23.8906","-0.0920","0.1002","0.0495","9.4785","6.3775","8.5324","3.9492","5184.5000","12.6923"
"4.600","10.4114","11","-0.0670","0.0568","-2.6433","51.7592","-13.2652","402.4513","135.5720","0.1516","12.4916","41.56626590","44.95078749","23.8906","-0.0888","0.0952","0.0463","8.2180","6.4311","8.4582","3.9492","5184.7998","12.8358"
"4.650","10.5738","11","-0.0254","0.0760","-2.6636","51.9396","-5.0842","402.5346","129.7840","0.1500","33.1000","41.56626604","44.95079025","23.8906","-0.0859","0.0955","0.0441","7.6143","6.4131","8.5039","3.9491","5267.7002","12.9810"
"4.700","10.7485","11","0.0275","0.0961","-2.5299","52.2885","5.3130","402.6385","124.8840","0.1500","32.1978","41.56626624","44.95079314","23.8906","-0.0856","0.1008","0.0439","9.0953","6.3756","8.9184","3.9490","5243.0000","13.1283"
"4.750","10.9076","11","0.0820","0.0962","-2.4908","53.4934","15.5374","402.8227","120.9500","0.1542","11.1730","41.56626523","44.95079695","23.8906","-0.0858","0.1061","0.0452","12.9195","6.3898","9.8586","3.9489","5174.7500","13.2779"
"4.800","11.0636","11","0.1368","0.0925","-2.4698","54.8614","25.7288","403.0223","117.2000","0.1592","6.8438","41.56626400","44.95080093","23.8906","-0.0856","0.1092","0.0463","18.4570","6.4250","11.2887","3.9488","5244.8501","13.4296"
"4.850","11.0858","11","0.0877","0.0528","-2.9753","55.1395","16.4615","403.0844","113.8280","0.1600","10.7181","41.56626250","44.95080499","23.8906","-0.0852","0.1094","0.0450","25.2695","6.4357","13.1738","3.9487","5161.4502","13.5832"
"4.900","11.0825","11","0.0188","0.0063","-3.5810","55.2101","3.4878","403.1203","110.5280","0.1600","50.5715","41.56626095","44.95080906","23.8906","-0.0852","0.1061","0.0418","32.6641","6.4033","15.3305","3.9486","5276.0000","13.7371"
"4.950","11.0727","11","0.0453","-0.0026","-3.4329","55.9685","8.2895","402.9996","107.7320","0.1600","21.2589","41.56626055","44.95081242","23.8906","-0.0857","0.0985","0.0394","39.5938","6.3109","17.5430","3.9485","5302.0000","13.8910"
"5.000","11.0616","11","0.0901","-0.0043","-3.1412","56.8578","16.4771","402.8491","105.0320","0.1600","10.6846","41.56626037","44.95081564","23.8906","-0.0862","0.0851","0.0404","45.0297","6.2164","19.5406","3.9485","5421.6001","14.0448"
"5.050","11.2499","11","0.1045","0.0342","-2.9848","57.9093","19.1231","402.7063","102.6260","0.1558","9.3629","41.56626022","44.95081875","23.8906","-0.0861","0.0587","0.0461","48.2219","6.2406","21.3805","3.9484","5418.1001","14.1993"
"5.100","11.4762","11","0.1131","0.0804","-2.8541","58.9917","20.7136","402.5651","100.2760","0.1508","8.8179","41.56626009","44.95082184","23.8906","-0.0858","0.0283","0.0529","47.0172","6.4246","22.1797","3.9483","5472.8501","14.3560"
"5.150","11.4496","11","0.0860","0.0734","-2.5060","59.5736","15.6604","402.5208","98.0940","0.1500","11.6361","41.56626070","44.95082437","23.8906","-0.0856","-0.0040","0.0600","42.0312","6.7275","22.1773","3.9482","5425.8999","14.5150"
"5.200","11.3748","11","0.0522","0.0563","-2.1165","60.0602","9.3417","402.4950","95.9440","0.1500","19.3793","41.56626144","44.95082678","23.8906","-0.0847","-0.0378","0.0671","32.5094","7.1531","21.2734","3.9481","5425.0000","14.6738"
