"Format","AiM CSV File"
"Session","RIM B"
"Vehicle",""
"Racer","Ivan"
"Championship",""
"Comment",""
"Date","Saturday, November 1, 2025"
"Time","11:19 AM"
"Sample Rate","20"
"Duration","906.988"
"Segment","Session"
"Beacon Markers","112.345","187.23","258.717","328.455","398.147","469.118","534.948","599.63","667.904","734.046","807.786","883.051","906.988"
"Segment Times","1:52.345","1:14.885","1:11.487","1:09.738","1:09.692","1:10.971","1:05.830","1:04.682","1:08.274","1:06.142","1:13.740","1:15.265","0:23.937"

"Time","GPS Speed","GPS Nsat","GPS LatAcc","GPS LonAcc","GPS Slope","GPS Heading","GPS Gyro","GPS Altitude","GPS PosAccuracy","GPS SpdAccuracy","GPS Radius","GPS Latitude","GPS Longitude","Logger Temperature","AccelerometerX","AccelerometerY","AccelerometerZ","GyroX","GyroY","GyroZ","Int Batt Voltage","RPM","Distance on GPS Speed"
"0.400","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","16.0000","-0.1611","0.0644","-0.1255","4.4342","19.4828","29.7758","4.0540","2901.2000","0.2906"
"0.450","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","16.0000","-0.1601","0.0569","-0.0905","1.6905","18.3180","30.9602","4.0540","3004.6001","0.3269"
"0.500","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","16.0000","-0.1532","0.0459","-0.0546","-0.6500","16.6609","30.0477","4.0540","2908.7000","0.3632"
"0.550","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","16.0000","-0.1485","0.0372","-0.0237","-2.5125","14.7125","27.2875","4.0540","2934.8501","0.3995"
"0.600","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","16.0000","-0.1505","0.0323","0.0005","-3.9051","12.7039","23.4719","4.0540","2914.5000","0.4359"
"0.650","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","16.0000","-0.1489","0.0283","0.0204","-4.8201","10.8398","19.2703","4.0540","2964.0000","0.4722"
"0.700","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","16.0000","-0.1425","0.0264","0.0354","-5.3096","9.2180","15.3332","4.0540","3029.8000","0.5085"
"0.750","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","16.0000","-0.1391","0.0294","0.0442","-5.3285","7.8811","12.1066","4.0540","2934.6001","0.5448"
"0.800","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","16.0000","-0.1346","0.0355","0.0525","-4.6895","6.6330","9.4199","4.0540","3043.0000","0.5811"
"0.850","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","16.0000","-0.1219","0.0406","0.0610","-3.5500","5.8539","8.1223","4.0540","3011.0000","0.6175"
"0.900","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","16.0000","-0.1004","0.0453","0.0701","-1.8887","5.2906","7.4996","4.0540","3220.5000","0.6538"
"0.950","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","16.0000","-0.0783","0.0504","0.0775","0.0105","4.9389","7.2797","4.0540","3110.0000","0.6901"
"1.000","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","16.0000","-0.0580","0.0563","0.0812","2.2837","4.8547","7.2650","4.0540","2910.0000","0.7264"
"1.050","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","16.0000","-0.0442","0.0571","0.0803","3.8386","5.0283","7.3305","4.0540","3044.3999","0.7628"
"1.100","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.9966","-0.0344","0.0535","0.0749","4.8094","5.3104","7.4162","4.0538","3083.0000","0.7991"
"1.150","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.9913","-0.0363","0.0439","0.0624","5.0906","5.6715","7.4902","4.0535","3006.7500","0.8354"
"1.200","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.9860","-0.0541","0.0324","0.0499","4.8129","5.9428","7.5209","4.0532","3046.2000","0.8717"
"1.250","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.9807","-0.0819","0.0206","0.0415","4.3533","6.1260","7.5652","4.0529","3067.3999","0.9080"
"1.300","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.9755","-0.1119","0.0113","0.0421","3.9165","6.1836","7.6521","4.0526","3131.0000","0.9444"
"1.350","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.9702","-0.1348","0.0064","0.0533","3.6352","6.1346","7.7861","4.0522","3144.1001","0.9807"
"1.400","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.9649","-0.1444","0.0071","0.0752","3.5423","6.0049","7.9500","4.0519","3212.8000","1.0170"
"1.450","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.9596","-0.1428","0.0126","0.1035","3.5693","5.8508","8.0988","4.0516","3142.5000","1.0533"
"1.500","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.9543","-0.1363","0.0214","0.1315","3.6146","5.6945","8.2016","4.0513","3200.7500","1.0896"
"1.550","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.9490","-0.1348","0.0318","0.1534","3.6000","5.5102","8.2719","4.0510","3287.0500","1.1260"
"1.600","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.9437","-0.1439","0.0369","0.1565","3.5141","5.3500","8.3039","4.0507","3202.2000","1.1623"
"1.650","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.9384","-0.1574","0.0358","0.1448","3.3738","5.2008","8.3047","4.0504","3125.1001","1.1986"
"1.700","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.9331","-0.1644","0.0290","0.1251","3.1822","5.0750","8.2828","4.0501","3188.2000","1.2349"
"1.750","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.9278","-0.1539","0.0175","0.1008","2.8746","4.9701","8.2199","4.0497","3099.8999","1.2713"
"1.800","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.9226","-0.1289","0.0108","0.0903","2.5803","4.9301","8.1273","4.0494","3110.8000","1.3076"
"1.850","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.9173","-0.0938","0.0087","0.0917","2.2699","4.9219","8.0180","4.0491","3147.6001","1.3439"
"1.900","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.9120","-0.0527","0.0115","0.1051","1.9603","4.9275","7.9064","4.0488","3089.7500","1.3802"
"1.950","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.9067","-0.0030","0.0199","0.1319","1.5719","4.9223","7.7832","4.0485","3244.7000","1.4165"
"2.000","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.9014","0.0333","0.0299","0.1584","1.1870","4.8764","7.6971","4.0482","3092.8000","1.4529"
"2.050","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","0.0593","0.0416","0.1843","0.7255","4.7814","7.6092","4.0486","3268.1001","1.4892"
"2.100","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","0.0719","0.0532","0.2066","0.2391","4.6664","7.5098","4.0501","3147.2000","1.5255"
"2.150","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","0.0672","0.0627","0.2208","-0.2113","4.5684","7.4178","4.0516","3042.2000","1.5618"
"2.200","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","0.0445","0.0684","0.2231","-0.5637","4.4822","7.3639","4.0531","3197.7000","1.5981"
"2.250","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","0.0048","0.0694","0.2120","-0.7503","4.4018","7.3703","4.0545","3111.8000","1.6345"
"2.300","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.0446","0.0658","0.1903","-0.7546","4.3295","7.4396","4.0560","3160.6001","1.6708"
"2.350","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1020","0.0563","0.1541","-0.4712","4.2398","7.5832","4.0575","3147.4500","1.7071"
"2.400","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1368","0.0445","0.1206","0.0242","4.1730","7.7352","4.0589","3210.0000","1.7434"
"2.450","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1560","0.0318","0.0906","0.6468","4.1334","7.8840","4.0604","3288.0000","1.7798"
"2.500","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1550","0.0211","0.0678","1.3965","4.1398","8.0121","4.0619","3231.3000","1.8161"
"2.550","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1386","0.0163","0.0615","1.8730","4.1842","8.0695","4.0634","3105.8000","1.8524"
"2.600","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1212","0.0126","0.0629","1.9471","4.2639","8.0707","4.0648","3278.7500","1.8887"
"2.650","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1136","0.0093","0.0660","1.5786","4.3766","8.0363","4.0663","3168.4500","1.9250"
"2.700","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1170","0.0078","0.0671","1.0344","4.4977","7.9852","4.0678","3331.0000","1.9614"
"2.750","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1261","0.0110","0.0658","0.6307","4.5961","7.9383","4.0692","3299.5000","1.9977"
"2.800","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1332","0.0197","0.0639","0.5304","4.6592","7.9145","4.0707","3111.8999","2.0340"
"2.850","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1387","0.0302","0.0618","0.7867","4.6967","7.8988","4.0722","3258.6499","2.0703"
"2.900","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1498","0.0359","0.0573","1.4130","4.7318","7.8715","4.0736","3366.0000","2.1066"
"2.950","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1610","0.0331","0.0529","1.9889","4.7611","7.8480","4.0751","3534.0000","2.1430"
"3.000","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1677","0.0271","0.0502","2.4344","4.8000","7.8246","4.0766","3369.0000","2.1793"
"3.050","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1678","0.0205","0.0501","2.6821","4.8391","7.8051","4.0780","3339.7500","2.2156"
"3.100","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1611","0.0145","0.0536","2.6891","4.8898","7.7971","4.0781","3463.1001","2.2519"
"3.150","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1562","0.0107","0.0580","2.5049","4.9232","7.7873","4.0782","3395.8000","2.2883"
"3.200","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1518","0.0075","0.0643","2.2324","4.9488","7.7775","4.0783","3302.0000","2.3246"
"3.250","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1507","0.0040","0.0702","1.9009","4.9666","7.7564","4.0784","3326.5000","2.3609"
"3.300","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1524","-0.0002","0.0749","1.4020","4.9672","7.7078","4.0785","3171.7000","2.3972"
"3.350","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1517","-0.0011","0.0788","0.8615","4.9500","7.6176","4.0786","3417.6499","2.4335"
"3.400","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1490","0.0015","0.0828","0.2306","4.9180","7.4719","4.0787","3307.6499","2.4699"
"3.450","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1449","0.0059","0.0861","-0.4221","4.8656","7.2852","4.0788","3168.6499","2.5062"
"3.500","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1374","0.0123","0.0908","-1.0145","4.8002","7.0859","4.0789","3475.6001","2.5425"
"3.550","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1302","0.0210","0.0977","-1.4619","4.7318","6.9133","4.0790","3408.3999","2.5788"
"3.600","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1262","0.0305","0.1045","-1.7336","4.6635","6.7814","4.0791","3178.0000","2.6151"
"3.650","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1238","0.0397","0.1110","-1.8501","4.5914","6.6967","4.0792","3287.3501","2.6515"
"3.700","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1264","0.0491","0.1173","-1.8662","4.5090","6.6453","4.0793","3269.1001","2.6878"
"3.750","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1345","0.0521","0.1183","-1.9230","4.4822","6.6062","4.0794","3173.1499","2.7241"
"3.800","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1434","0.0504","0.1154","-2.1711","4.5373","6.5596","4.0795","3242.1001","2.7604"
"3.850","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1471","0.0474","0.1118","-2.7188","4.7092","6.4854","4.0796","3237.8000","2.7968"
"3.900","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1432","0.0477","0.1120","-3.2973","4.9359","6.4148","4.0797","3129.8999","2.8331"
"3.950","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1369","0.0505","0.1128","-3.8020","5.1703","6.3613","4.0798","3123.2000","2.8694"
"4.000","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1316","0.0530","0.1094","-4.1516","5.3977","6.3289","4.0799","3145.3999","2.9057"
"4.050","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1289","0.0529","0.0961","-4.3930","5.6227","6.3094","4.0799","3363.6001","2.9420"
"4.100","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1295","0.0500","0.0774","-4.5293","5.7574","6.2902","4.0799","3497.8000","2.9784"
"4.150","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1315","0.0463","0.0561","-4.7477","5.8305","6.2414","4.0798","3311.0500","3.0147"
"4.200","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1344","0.0433","0.0366","-5.1852","5.8406","6.1344","4.0796","3209.2000","3.0510"
"4.250","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1359","0.0420","0.0230","-6.1305","5.7832","5.9139","4.0794","3323.1001","3.0873"
"4.300","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1340","0.0436","0.0205","-7.8797","5.6668","5.5477","4.0792","3422.0000","3.1236"
"4.350","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1310","0.0491","0.0274","-10.8508","5.4865","4.9686","4.0791","3325.0000","3.1600"
"4.400","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1276","0.0607","0.0392","-14.6562","5.2701","4.2643","4.0789","3254.3999","3.1963"
"4.450","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1241","0.0838","0.0574","-18.5859","5.0119","3.5890","4.0787","3379.6499","3.2326"
"4.500","2.6151","4","0.0000","0.0000","-8.0668","156.2013","0.0000","404.0709","200.0000","1.1800","10000.0000","41.56593584","44.95074579","15.8984","-0.1253","0.1058","0.0710","-20.0078","4.8408","3.4115","4.0786","3226.8000","3.2685"
"4.550","2.2720","4","0.0532","-0.0929","-8.3456","160.3777","0.0000","404.4199","200.0000","1.0900","10000.0000","41.56594340","44.95074201","15.8984","-0.1275","0.1262","0.0830","-19.4617","4.7246","3.6202","4.0784","3095.6499","3.3017"
"4.600","1.8906","4","0.1124","-0.1962","-8.6554","165.0183","0.0000","404.8078","200.0000","0.9900","10000.0000","41.56595179","44.95073782","15.8984","-0.1291","0.1435","0.0950","-17.1164","4.6666","4.1699","4.0782","3243.3000","3.3298"
"4.650","1.6985","4","0.0754","-0.1564","-10.4014","166.6236","0.0000","405.1960","200.0000","0.9170","10000.0000","41.56596322","44.95073544","15.8984","-0.1326","0.1580","0.1083","-12.8184","4.6615","5.1061","4.0780","3228.8000","3.3535"
"4.700","1.5274","4","0.0277","-0.1008","-12.3068","167.8917","0.0000","405.5844","200.0000","0.8470","10000.0000","41.56597498","44.95073328","15.8984","-0.1391","0.1637","0.1148","-8.7078","4.7098","5.9785","4.0779","3077.9500","3.3748"
"4.750","1.2917","4","0.0126","-0.0524","-10.6518","166.1810","0.0000","406.0450","200.0000","0.7950","10000.0000","41.56598817","44.95073279","15.8984","-0.1474","0.1631","0.1134","-4.7518","4.7910","6.8107","4.0777","2929.7500","3.3932"
"4.800","1.0489","4","0.0011","-0.0048","-8.6011","164.1394","0.0000","406.5137","200.0000","0.7450","10000.0000","41.56600151","44.95073248","15.8984","-0.1554","0.1587","0.1035","-1.3834","4.8887","7.5029","4.0775","3088.2500","3.4087"
"4.850","1.0110","4","0.0000","0.0000","-10.0181","162.9165","0.0000","406.4317","200.0000","0.6950","10000.0000","41.56601216","44.95073298","15.8984","-0.1651","0.1522","0.0839","1.1193","4.9863","8.0000","4.0774","2992.0000","3.4228"
"4.900","0.9959","4","0.0000","0.0000","-11.8203","161.7846","0.0000","406.2885","200.0000","0.6450","10000.0000","41.56602251","44.95073356","15.8984","-0.1797","0.1459","0.0569","2.7734","5.0687","8.3074","4.0772","3256.0000","3.4359"
"4.950","0.6507","4","0.0000","0.0000","-44.0290","119.2707","0.0000","406.2572","195.7850","0.4870","10000.0000","41.56603537","44.95073308","15.8984","-0.1995","0.1409","0.0276","3.6085","5.1260","8.4211","4.0770","3177.5000","3.4456"
"5.000","0.2687","4","0.0000","0.0000","-79.6163","72.1589","0.0000","406.2384","185.4350","0.3170","10000.0000","41.56604852","44.95073248","15.8984","-0.2221","0.1379","0.0009","3.8160","5.1672","8.3922","4.0768","2908.6499","3.4510"
"5.050","0.3920","4","0.0000","0.0000","-56.4387","27.0911","0.0000","406.5455","176.7500","0.3225","10000.0000","41.56606350","44.95073111","15.8984","-0.2515","0.1362","-0.0262","3.4711","5.1988","8.2449","4.0767","3187.9500","3.4555"
"5.100","0.5714","4","0.0000","0.0000","-26.7317","-17.7496","0.0000","406.8887","168.2500","0.3475","10000.0000","41.56607869","44.95072966","15.8984","-0.2770","0.1362","-0.0429","2.9752","5.2240","8.1195","4.0765","3080.2500","3.4613"
"5.150","0.5688","4","0.0000","0.0000","-20.3607","-14.7673","0.0000","407.1553","161.7750","0.3365","10000.0000","41.56609211","44.95072802","15.8984","-0.3003","0.1361","-0.0531","2.4859","5.2496","8.0172","4.0763","2963.2500","3.4685"
